Year,quarter,citymarketid_1,citymarketid_2,city1,city2,nsmiles,passengers,fare
2022,1,32206,31453,"Harlingen/San Benito, TX","Houston, TX",295,169,153.65
2022,1,32206,31650,"Harlingen/San Benito, TX","Minneapolis/St. Paul, MN",1310,257,180.26
2022,1,32211,30198,"Las Vegas, NV","Pittsburgh, PA",1910,498,227.6
2022,1,32211,30436,"Las Vegas, NV","Tucson, AZ",365,272,145.75
2022,1,32211,30466,"Las Vegas, NV","Phoenix, AZ",276,1683,139.88
2022,1,32211,30559,"Las Vegas, NV","Seattle, WA",867,2557,166.29
2022,1,32211,30693,"Las Vegas, NV","Nashville, TN",1587,720,244.94
2022,1,32211,30852,"Las Vegas, NV","Washington, DC (Metropolitan Area)",2106,1640,274.39
2022,1,32457,30559,"San Francisco, CA (Metropolitan Area)","Seattle, WA",696,3383,148.21
2022,1,32457,30852,"San Francisco, CA (Metropolitan Area)","Washington, DC (Metropolitan Area)",2457,1852,315.04
2022,1,32457,31123,"San Francisco, CA (Metropolitan Area)","St. Louis, MO",1735,285,277.54
2022,1,32457,31884,"San Francisco, CA (Metropolitan Area)","Spokane, WA",742,388,177.82
2022,1,32457,33195,"San Francisco, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",2393,530,302.33
2022,1,32457,34689,"San Francisco, CA (Metropolitan Area)","Santa Barbara, CA",263,253,155.95
2022,1,31986,34986,"Grand Rapids, MI","Sarasota/Bradenton, FL",1080,248,146.67
2022,1,31995,31703,"Greensboro/High Point, NC","New York City, NY (Metropolitan Area)",492,447,157.86
2022,1,32337,33195,"Indianapolis, IN","Tampa, FL (Metropolitan Area)",840,943,147.73
2022,1,32337,33570,"Indianapolis, IN","San Diego, CA",1782,197,285.91
2022,1,32337,34082,"Indianapolis, IN","Punta Gorda, FL",916,179,106.11
2022,1,32337,34100,"Indianapolis, IN","Philadelphia, PA",588,213,273.14
2022,1,32337,34986,"Indianapolis, IN","Sarasota/Bradenton, FL",876,369,166.19
2022,1,32441,31703,"Jackson, WY","New York City, NY (Metropolitan Area)",1894,301,448.19
2022,1,32441,32575,"Jackson, WY","Los Angeles, CA (Metropolitan Area)",785,190,265.11
2022,1,32457,30436,"San Francisco, CA (Metropolitan Area)","Tucson, AZ",751,368,183.6
2022,1,32337,30852,"Indianapolis, IN","Washington, DC (Metropolitan Area)",516,572,186.63
2022,1,32337,31454,"Indianapolis, IN","Orlando, FL",829,1217,185.17
2022,1,32337,31650,"Indianapolis, IN","Minneapolis/St. Paul, MN",503,227,258.28
2022,1,32337,31703,"Indianapolis, IN","New York City, NY (Metropolitan Area)",701,819,210.5
2022,1,32337,32211,"Indianapolis, IN","Las Vegas, NV",1590,739,207.56
2022,1,32337,32457,"Indianapolis, IN","San Francisco, CA (Metropolitan Area)",1943,282,301.21
2022,1,32337,32467,"Indianapolis, IN","Miami, FL (Metropolitan Area)",1020,1023,181.11
2022,1,32337,32575,"Indianapolis, IN","Los Angeles, CA (Metropolitan Area)",1814,721,247.67
2022,1,31714,32337,"Fort Myers, FL","Indianapolis, IN",945,952,178.85
2022,1,31714,32457,"Fort Myers, FL","San Francisco, CA (Metropolitan Area)",2481,196,360.96
2022,1,31714,32575,"Fort Myers, FL","Los Angeles, CA (Metropolitan Area)",2238,335,322.82
2022,1,31714,33044,"Fort Myers, FL","Louisville, KY",835,215,160.64
2022,1,31714,33198,"Fort Myers, FL","Kansas City, MO",1155,267,236.54
2022,1,31714,33316,"Fort Myers, FL","Omaha, NE",1299,166,212.29
2022,1,31714,33342,"Fort Myers, FL","Milwaukee, WI",1183,913,194.64
2022,1,31714,33485,"Fort Myers, FL","Madison, WI",1222,243,209.5
2022,1,32211,33342,"Las Vegas, NV","Milwaukee, WI",1524,682,197.26
2022,1,32211,33495,"Las Vegas, NV","New Orleans, LA",1500,602,192.42
2022,1,32211,33570,"Las Vegas, NV","San Diego, CA",258,1261,128.8
2022,1,32211,33667,"Las Vegas, NV","Norfolk, VA (Metropolitan Area)",2154,193,303.91
2022,1,32211,33851,"Las Vegas, NV","Oklahoma City, OK",986,350,189.64
2022,1,32211,34057,"Las Vegas, NV","Portland, OR",763,1535,166.59
2022,1,31714,31986,"Fort Myers, FL","Grand Rapids, MI",1147,395,188.64
2022,1,31714,32211,"Fort Myers, FL","Las Vegas, NV",2070,169,362.34
2022,1,32211,32575,"Las Vegas, NV","Los Angeles, CA (Metropolitan Area)",236,5007,118.26
2022,1,32211,33044,"Las Vegas, NV","Louisville, KY",1624,294,214.05
2022,1,32211,33192,"Las Vegas, NV","Sacramento, CA",397,1359,135.31
2022,1,32211,33195,"Las Vegas, NV","Tampa, FL (Metropolitan Area)",1984,916,208.12
2022,1,32211,33214,"Las Vegas, NV","San Antonio, TX",1069,742,214.05
2022,1,32211,33244,"Las Vegas, NV","Memphis, TN",1416,334,210.36
2022,1,32211,33256,"Las Vegas, NV","Mission/McAllen/Edinburg, TX",1210,256,144.16
2022,1,32211,33316,"Las Vegas, NV","Omaha, NE",1099,466,184.89
2022,1,32211,31123,"Las Vegas, NV","St. Louis, MO",1371,808,194.73
2022,1,32211,31454,"Las Vegas, NV","Orlando, FL",2039,1189,213.0
2022,1,32211,31650,"Las Vegas, NV","Minneapolis/St. Paul, MN",1299,2083,180.91
2022,1,32211,31703,"Las Vegas, NV","New York City, NY (Metropolitan Area)",2282,3329,250.66
2022,1,32211,31775,"Las Vegas, NV","Sioux Falls, SD",1104,182,143.06
2022,1,32211,31884,"Las Vegas, NV","Spokane, WA",806,467,179.32
2022,1,32211,32457,"Las Vegas, NV","San Francisco, CA (Metropolitan Area)",414,4063,137.02
2022,1,32211,32467,"Las Vegas, NV","Miami, FL (Metropolitan Area)",2174,1857,220.55
2022,1,31703,31454,"New York City, NY (Metropolitan Area)","Orlando, FL",989,10113,162.02
2022,1,31703,32323,"New York City, NY (Metropolitan Area)","Wilmington, NC",522,238,190.3
2022,1,31703,32457,"New York City, NY (Metropolitan Area)","San Francisco, CA (Metropolitan Area)",2619,5420,267.31
2022,1,31703,33192,"New York City, NY (Metropolitan Area)","Sacramento, CA",2553,406,256.37
2022,1,31703,33195,"New York City, NY (Metropolitan Area)","Tampa, FL (Metropolitan Area)",1055,4567,150.86
2022,1,31703,33214,"New York City, NY (Metropolitan Area)","San Antonio, TX",1624,735,213.03
2022,1,31703,33316,"New York City, NY (Metropolitan Area)","Omaha, NE",1188,203,251.55
2022,1,31703,33570,"New York City, NY (Metropolitan Area)","San Diego, CA",2481,2064,237.86
2022,1,31986,32211,"Grand Rapids, MI","Las Vegas, NV",1642,303,187.97
2022,1,31986,32467,"Grand Rapids, MI","Miami, FL (Metropolitan Area)",1214,331,220.2
2022,1,31986,32575,"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)",1874,199,284.55
2022,1,31986,33195,"Grand Rapids, MI","Tampa, FL (Metropolitan Area)",1044,564,139.95
2022,1,31986,34082,"Grand Rapids, MI","Punta Gorda, FL",1118,361,124.25
2022,1,31986,34761,"Grand Rapids, MI","Sanford, FL",1001,371,127.88
2022,1,31703,30852,"New York City, NY (Metropolitan Area)","Washington, DC (Metropolitan Area)",249,1299,177.53
2022,1,31703,31123,"New York City, NY (Metropolitan Area)","St. Louis, MO",929,794,183.18
2022,1,31823,34082,"Fort Wayne, IN","Punta Gorda, FL",986,255,117.07
2022,1,31834,31703,"Fayetteville, AR","New York City, NY (Metropolitan Area)",1159,167,247.41
2022,1,31871,30852,"Greenville/Spartanburg, SC","Washington, DC (Metropolitan Area)",426,254,161.53
2022,1,31871,31703,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)",643,298,206.06
2022,1,31871,32467,"Greenville/Spartanburg, SC","Miami, FL (Metropolitan Area)",637,165,207.2
2022,1,31986,30466,"Grand Rapids, MI","Phoenix, AZ",1574,410,214.93
2022,1,31986,31454,"Grand Rapids, MI","Orlando, FL",1024,516,187.65
2022,1,31986,31703,"Grand Rapids, MI","New York City, NY (Metropolitan Area)",656,199,198.52
2022,1,31714,34100,"Fort Myers, FL","Philadelphia, PA",993,1001,194.59
2022,1,31714,34321,"Fort Myers, FL","Portland, ME",1343,182,177.34
2022,1,31714,35096,"Fort Myers, FL","Syracuse, NY",1186,178,185.38
2022,1,31721,33195,"Flint, MI","Tampa, FL (Metropolitan Area)",1040,223,118.09
2022,1,31721,34082,"Flint, MI","Punta Gorda, FL",1111,292,126.42
2022,1,31721,34761,"Flint, MI","Sanford, FL",988,239,122.28
2022,1,31721,34986,"Flint, MI","Sarasota/Bradenton, FL",1075,196,113.48
2022,1,31823,33195,"Fort Wayne, IN","Tampa, FL (Metropolitan Area)",912,167,124.03
2022,1,31638,30559,"Fresno, CA","Seattle, WA",748,210,193.6
2022,1,31638,32211,"Fresno, CA","Las Vegas, NV",259,433,105.16
2022,1,31638,33570,"Fresno, CA","San Diego, CA",314,163,158.49
2022,1,31650,30436,"Minneapolis/St. Paul, MN","Tucson, AZ",1298,243,228.13
2022,1,31650,30466,"Minneapolis/St. Paul, MN","Phoenix, AZ",1276,3242,204.06
2022,1,31650,30559,"Minneapolis/St. Paul, MN","Seattle, WA",1399,536,221.97
2022,1,31650,30693,"Minneapolis/St. Paul, MN","Nashville, TN",695,443,201.79
2022,1,31650,30852,"Minneapolis/St. Paul, MN","Washington, DC (Metropolitan Area)",936,885,186.87
2022,1,31714,30693,"Fort Myers, FL","Nashville, TN",722,283,212.63
2022,1,31714,30852,"Fort Myers, FL","Washington, DC (Metropolitan Area)",919,1304,180.55
2022,1,31714,31123,"Fort Myers, FL","St. Louis, MO",979,527,214.44
2022,1,31714,31453,"Fort Myers, FL","Houston, TX",861,248,202.78
2022,1,31714,31650,"Fort Myers, FL","Minneapolis/St. Paul, MN",1416,2697,222.43
2022,1,31714,31703,"Fort Myers, FL","New York City, NY (Metropolitan Area)",1102,3376,183.88
2022,1,31637,32211,"Fargo, ND","Las Vegas, NV",1205,221,137.1
2022,1,31638,30466,"Fresno, CA","Phoenix, AZ",493,191,220.82
2022,1,31703,34576,"New York City, NY (Metropolitan Area)","Rochester, NY",285,335,170.12
2022,1,31703,34614,"New York City, NY (Metropolitan Area)","Salt Lake City, UT",2022,1936,347.49
2022,1,31703,34685,"New York City, NY (Metropolitan Area)","Savannah, GA",748,835,169.3
2022,1,31703,34986,"New York City, NY (Metropolitan Area)","Sarasota/Bradenton, FL",1069,1136,184.65
2022,1,31714,30198,"Fort Myers, FL","Pittsburgh, PA",966,528,171.09
2022,1,31714,30466,"Fort Myers, FL","Phoenix, AZ",1868,213,361.86
2022,1,31714,30529,"Fort Myers, FL","Hartford, CT",1180,475,197.37
2022,1,31714,30559,"Fort Myers, FL","Seattle, WA",2623,188,271.77
2022,1,31703,33667,"New York City, NY (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",318,377,168.0
2022,1,31703,33851,"New York City, NY (Metropolitan Area)","Oklahoma City, OK",1381,200,286.06
2022,1,31703,34027,"New York City, NY (Metropolitan Area)","West Palm Beach/Palm Beach, FL",1056,5952,218.28
2022,1,31703,34057,"New York City, NY (Metropolitan Area)","Portland, OR",2482,760,221.12
2022,1,31703,34262,"New York City, NY (Metropolitan Area)","Palm Springs, CA",2381,327,320.14
2022,1,31703,34321,"New York City, NY (Metropolitan Area)","Portland, ME",284,193,169.66
2022,1,31703,34492,"New York City, NY (Metropolitan Area)","Raleigh/Durham, NC",459,2157,130.74
2022,1,31703,34524,"New York City, NY (Metropolitan Area)","Richmond, VA",321,401,183.11
2022,1,31454,30198,"Orlando, FL","Pittsburgh, PA",834,1205,172.0
2022,1,31454,30466,"Orlando, FL","Phoenix, AZ",1849,1259,264.26
2022,1,31454,30559,"Orlando, FL","Seattle, WA",2554,979,275.82
2022,1,31454,30852,"Orlando, FL","Washington, DC (Metropolitan Area)",787,4205,165.92
2022,1,31454,31123,"Orlando, FL","St. Louis, MO",882,1003,195.08
2022,1,31454,32457,"Orlando, FL","San Francisco, CA (Metropolitan Area)",2446,1046,302.21
2022,1,31454,33192,"Orlando, FL","Sacramento, CA",2408,297,311.0
2022,1,31454,33214,"Orlando, FL","San Antonio, TX",1041,523,223.78
2022,1,31650,34986,"Minneapolis/St. Paul, MN","Sarasota/Bradenton, FL",1342,433,196.1
2022,1,31703,30198,"New York City, NY (Metropolitan Area)","Pittsburgh, PA",375,768,171.52
2022,1,31703,30436,"New York City, NY (Metropolitan Area)","Tucson, AZ",2173,229,299.72
2022,1,31703,30466,"New York City, NY (Metropolitan Area)","Phoenix, AZ",2189,2886,262.49
2022,1,31703,30559,"New York City, NY (Metropolitan Area)","Seattle, WA",2448,1686,209.9
2022,1,31703,34570,"New York City, NY (Metropolitan Area)","Reno, NV",2411,301,283.98
2022,1,31453,34614,"Houston, TX","Salt Lake City, UT",1214,774,271.27
2022,1,31453,34653,"Houston, TX","Tulsa, OK",453,349,172.28
2022,1,31650,33570,"Minneapolis/St. Paul, MN","San Diego, CA",1532,830,244.46
2022,1,31650,34027,"Minneapolis/St. Paul, MN","West Palm Beach/Palm Beach, FL",1451,169,195.92
2022,1,31650,34057,"Minneapolis/St. Paul, MN","Portland, OR",1426,376,205.46
2022,1,31650,34082,"Minneapolis/St. Paul, MN","Punta Gorda, FL",1386,213,129.83
2022,1,31650,34100,"Minneapolis/St. Paul, MN","Philadelphia, PA",980,324,232.42
2022,1,31650,34262,"Minneapolis/St. Paul, MN","Palm Springs, CA",1454,504,267.25
2022,1,31650,34492,"Minneapolis/St. Paul, MN","Raleigh/Durham, NC",980,258,225.0
2022,1,31650,34614,"Minneapolis/St. Paul, MN","Salt Lake City, UT",991,415,302.35
2022,1,31650,31123,"Minneapolis/St. Paul, MN","St. Louis, MO",448,332,171.32
2022,1,31650,31454,"Minneapolis/St. Paul, MN","Orlando, FL",1310,3014,196.46
2022,1,31650,31703,"Minneapolis/St. Paul, MN","New York City, NY (Metropolitan Area)",1057,1183,197.02
2022,1,31650,32457,"Minneapolis/St. Paul, MN","San Francisco, CA (Metropolitan Area)",1589,741,266.83
2022,1,31650,33192,"Minneapolis/St. Paul, MN","Sacramento, CA",1517,182,266.41
2022,1,31650,33195,"Minneapolis/St. Paul, MN","Tampa, FL (Metropolitan Area)",1307,1752,182.68
2022,1,31650,33214,"Minneapolis/St. Paul, MN","San Antonio, TX",1097,283,236.09
2022,1,31650,33495,"Minneapolis/St. Paul, MN","New Orleans, LA",1039,249,252.33
2022,1,31453,30852,"Houston, TX","Washington, DC (Metropolitan Area)",1246,1886,219.44
2022,1,31453,31123,"Houston, TX","St. Louis, MO",687,526,193.08
2022,1,31453,31136,"Houston, TX","Jacksonville, FL",817,281,233.86
2022,1,31453,31454,"Houston, TX","Orlando, FL",854,2002,175.1
2022,1,31453,31650,"Houston, TX","Minneapolis/St. Paul, MN",1057,555,235.14
2022,1,31453,31703,"Houston, TX","New York City, NY (Metropolitan Area)",1465,3235,172.39
2022,1,31453,32211,"Houston, TX","Las Vegas, NV",1235,2070,197.02
2022,1,31453,32337,"Houston, TX","Indianapolis, IN",861,330,248.75
2022,1,31603,32457,"Eugene, OR","San Francisco, CA (Metropolitan Area)",471,237,154.11
2022,1,31603,32575,"Eugene, OR","Los Angeles, CA (Metropolitan Area)",776,407,164.93
2022,1,31624,30852,"Key West, FL","Washington, DC (Metropolitan Area)",1050,234,302.88
2022,1,31624,31703,"Key West, FL","New York City, NY (Metropolitan Area)",1229,461,264.38
2022,1,31624,34100,"Key West, FL","Philadelphia, PA",1121,172,353.97
2022,1,31637,30466,"Fargo, ND","Phoenix, AZ",1225,399,181.13
2022,1,31453,30559,"Houston, TX","Seattle, WA",1894,689,254.57
2022,1,31453,30693,"Houston, TX","Nashville, TN",670,827,179.44
2022,1,31454,34653,"Orlando, FL","Tulsa, OK",1005,184,242.88
2022,1,31454,35096,"Orlando, FL","Syracuse, NY",1053,577,179.8
2022,1,31454,35356,"Orlando, FL","Trenton, NJ",896,299,96.63
2022,1,31503,31703,"Eagle, CO","New York City, NY (Metropolitan Area)",1746,387,477.17
2022,1,31503,32467,"Eagle, CO","Miami, FL (Metropolitan Area)",1810,197,556.53
2022,1,31504,30852,"Valparaiso, FL","Washington, DC (Metropolitan Area)",819,193,192.19
2022,1,31603,30466,"Eugene, OR","Phoenix, AZ",971,210,207.29
2022,1,31603,32211,"Eugene, OR","Las Vegas, NV",700,223,153.81
2022,1,31454,33570,"Orlando, FL","San Diego, CA",2149,568,275.42
2022,1,31454,34057,"Orlando, FL","Portland, OR",2534,504,279.45
2022,1,31454,34100,"Orlando, FL","Philadelphia, PA",861,3156,158.03
2022,1,31454,34321,"Orlando, FL","Portland, ME",1214,354,171.18
2022,1,31454,34492,"Orlando, FL","Raleigh/Durham, NC",534,1006,160.49
2022,1,31454,34524,"Orlando, FL","Richmond, VA",667,449,159.04
2022,1,31454,34576,"Orlando, FL","Rochester, NY",1033,366,192.74
2022,1,31454,34614,"Orlando, FL","Salt Lake City, UT",1931,1323,269.19
2022,1,31295,31136,"Detroit, MI","Jacksonville, FL",813,282,229.09
2022,1,31295,31453,"Detroit, MI","Houston, TX",1092,791,187.61
2022,1,31295,31454,"Detroit, MI","Orlando, FL",957,2831,194.42
2022,1,31295,31650,"Detroit, MI","Minneapolis/St. Paul, MN",528,367,267.78
2022,1,31295,31703,"Detroit, MI","New York City, NY (Metropolitan Area)",540,1679,171.35
2022,1,31295,31714,"Detroit, MI","Fort Myers, FL",1084,2063,218.77
2022,1,31295,32211,"Detroit, MI","Las Vegas, NV",1749,1650,216.03
2022,1,31295,32457,"Detroit, MI","San Francisco, CA (Metropolitan Area)",2079,635,328.89
2022,1,31453,33728,"Houston, TX","Pensacola, FL",489,181,178.37
2022,1,31453,33851,"Houston, TX","Oklahoma City, OK",419,423,168.5
2022,1,31453,34057,"Houston, TX","Portland, OR",1843,313,284.37
2022,1,31453,34100,"Houston, TX","Philadelphia, PA",1336,555,243.07
2022,1,31453,34492,"Houston, TX","Raleigh/Durham, NC",1050,351,255.05
2022,1,31453,34570,"Houston, TX","Reno, NV",1546,164,305.29
2022,1,31295,30852,"Detroit, MI","Washington, DC (Metropolitan Area)",409,1018,142.48
2022,1,31295,31123,"Detroit, MI","St. Louis, MO",440,273,168.88
2022,1,31453,33198,"Houston, TX","Kansas City, MO",666,482,203.96
2022,1,31453,33214,"Houston, TX","San Antonio, TX",192,180,170.55
2022,1,31453,33244,"Houston, TX","Memphis, TN",484,325,180.54
2022,1,31453,33316,"Houston, TX","Omaha, NE",804,198,229.42
2022,1,31453,33342,"Houston, TX","Milwaukee, WI",1004,204,233.65
2022,1,31453,33495,"Houston, TX","New Orleans, LA",305,1035,154.24
2022,1,31453,33570,"Houston, TX","San Diego, CA",1313,710,251.43
2022,1,31453,33667,"Houston, TX","Norfolk, VA (Metropolitan Area)",1209,179,250.9
2022,1,31453,32448,"Houston, TX","Jackson/Vicksburg, MS",359,166,142.51
2022,1,31453,32457,"Houston, TX","San Francisco, CA (Metropolitan Area)",1649,1295,275.52
2022,1,31453,32467,"Houston, TX","Miami, FL (Metropolitan Area)",966,2240,169.72
2022,1,31453,32575,"Houston, TX","Los Angeles, CA (Metropolitan Area)",1390,3081,201.93
2022,1,31453,32896,"Houston, TX","Lubbock, TX",474,190,189.44
2022,1,31453,33158,"Houston, TX","Midland/Odessa, TX",441,574,189.25
2022,1,31453,33192,"Houston, TX","Sacramento, CA",1624,324,270.59
2022,1,31453,33195,"Houston, TX","Tampa, FL (Metropolitan Area)",787,873,158.06
2022,1,31066,30325,"Columbus, OH","Denver, CO",1154,383,219.69
2022,1,31066,30466,"Columbus, OH","Phoenix, AZ",1670,502,274.47
2022,1,31066,30559,"Columbus, OH","Seattle, WA",2016,170,215.29
2022,1,31066,30852,"Columbus, OH","Washington, DC (Metropolitan Area)",337,466,145.64
2022,1,31066,31453,"Columbus, OH","Houston, TX",1001,293,235.12
2022,1,31066,31454,"Columbus, OH","Orlando, FL",802,1049,180.53
2022,1,31066,31650,"Columbus, OH","Minneapolis/St. Paul, MN",626,197,242.08
2022,1,31066,31703,"Columbus, OH","New York City, NY (Metropolitan Area)",519,816,174.3
2022,1,31423,32575,"Des Moines, IA","Los Angeles, CA (Metropolitan Area)",1447,185,228.69
2022,1,31423,33195,"Des Moines, IA","Tampa, FL (Metropolitan Area)",1127,206,167.86
2022,1,31423,34082,"Des Moines, IA","Punta Gorda, FL",1206,166,137.15
2022,1,31453,30198,"Houston, TX","Pittsburgh, PA",1131,371,261.88
2022,1,31453,30436,"Houston, TX","Tucson, AZ",945,163,232.04
2022,1,31453,30466,"Houston, TX","Phoenix, AZ",1020,1252,209.7
2022,1,31057,34614,"Charlotte, NC","Salt Lake City, UT",1727,351,300.12
2022,1,31066,30194,"Columbus, OH","Dallas/Fort Worth, TX",926,482,216.72
2022,1,31295,34100,"Detroit, MI","Philadelphia, PA",453,369,202.09
2022,1,31295,34492,"Detroit, MI","Raleigh/Durham, NC",501,279,210.27
2022,1,31295,34614,"Detroit, MI","Salt Lake City, UT",1481,352,351.08
2022,1,31295,34986,"Detroit, MI","Sarasota/Bradenton, FL",1022,251,268.97
2022,1,31423,30466,"Des Moines, IA","Phoenix, AZ",1149,515,214.47
2022,1,31423,31454,"Des Moines, IA","Orlando, FL",1141,250,202.69
2022,1,31423,32211,"Des Moines, IA","Las Vegas, NV",1216,356,152.34
2022,1,31423,32467,"Des Moines, IA","Miami, FL (Metropolitan Area)",1327,203,217.96
2022,1,31295,32467,"Detroit, MI","Miami, FL (Metropolitan Area)",1145,2905,200.84
2022,1,31295,32575,"Detroit, MI","Los Angeles, CA (Metropolitan Area)",1979,1345,303.26
2022,1,31295,33195,"Detroit, MI","Tampa, FL (Metropolitan Area)",983,1754,181.48
2022,1,31295,33198,"Detroit, MI","Kansas City, MO",629,218,271.6
2022,1,31295,33214,"Detroit, MI","San Antonio, TX",1214,237,258.23
2022,1,31295,33495,"Detroit, MI","New Orleans, LA",926,400,188.96
2022,1,31295,33570,"Detroit, MI","San Diego, CA",1956,459,313.19
2022,1,31295,34027,"Detroit, MI","West Palm Beach/Palm Beach, FL",1086,275,295.16
2022,1,31003,34082,"Cedar Rapids/Iowa City, IA","Punta Gorda, FL",1170,165,132.26
2022,1,31057,30194,"Charlotte, NC","Dallas/Fort Worth, TX",936,944,228.03
2022,1,31057,30198,"Charlotte, NC","Pittsburgh, PA",366,201,208.04
2022,1,31057,30325,"Charlotte, NC","Denver, CO",1337,946,189.9
2022,1,31057,30466,"Charlotte, NC","Phoenix, AZ",1773,600,308.06
2022,1,31057,30529,"Charlotte, NC","Hartford, CT",644,235,233.8
2022,1,31057,30559,"Charlotte, NC","Seattle, WA",2279,197,333.74
2022,1,31057,30647,"Charlotte, NC","Cleveland, OH (Metropolitan Area)",430,260,210.69
2022,1,31136,32467,"Jacksonville, FL","Miami, FL (Metropolitan Area)",335,499,133.58
2022,1,31136,32575,"Jacksonville, FL","Los Angeles, CA (Metropolitan Area)",2153,426,240.07
2022,1,31136,34100,"Jacksonville, FL","Philadelphia, PA",742,373,200.55
2022,1,31295,30466,"Detroit, MI","Phoenix, AZ",1671,1369,251.55
2022,1,31295,30559,"Detroit, MI","Seattle, WA",1927,342,277.37
2022,1,31295,30693,"Detroit, MI","Nashville, TN",456,543,186.15
2022,1,31003,30466,"Cedar Rapids/Iowa City, IA","Phoenix, AZ",1252,345,177.6
2022,1,31003,33195,"Cedar Rapids/Iowa City, IA","Tampa, FL (Metropolitan Area)",1090,174,138.88
2022,1,31123,33195,"St. Louis, MO","Tampa, FL (Metropolitan Area)",869,522,174.96
2022,1,31135,30852,"Myrtle Beach, SC","Washington, DC (Metropolitan Area)",399,227,130.28
2022,1,31135,31703,"Myrtle Beach, SC","New York City, NY (Metropolitan Area)",586,473,130.62
2022,1,31136,30466,"Jacksonville, FL","Phoenix, AZ",1786,184,332.29
2022,1,31136,30693,"Jacksonville, FL","Nashville, TN",483,322,165.66
2022,1,31136,30852,"Jacksonville, FL","Washington, DC (Metropolitan Area)",663,943,177.7
2022,1,31136,31703,"Jacksonville, FL","New York City, NY (Metropolitan Area)",858,1512,159.9
2022,1,31136,32211,"Jacksonville, FL","Las Vegas, NV",1965,246,326.2
2022,1,31066,31714,"Columbus, OH","Fort Myers, FL",930,694,187.89
2022,1,31066,32211,"Columbus, OH","Las Vegas, NV",1771,529,237.84
2022,1,31066,32457,"Columbus, OH","San Francisco, CA (Metropolitan Area)",2120,192,284.89
2022,1,31066,32467,"Columbus, OH","Miami, FL (Metropolitan Area)",990,824,181.92
2022,1,31066,32575,"Columbus, OH","Los Angeles, CA (Metropolitan Area)",1995,492,267.93
2022,1,31066,33195,"Columbus, OH","Tampa, FL (Metropolitan Area)",829,690,151.54
2022,1,31066,34986,"Columbus, OH","Sarasota/Bradenton, FL",869,286,171.74
2022,1,31123,30852,"St. Louis, MO","Washington, DC (Metropolitan Area)",738,741,167.74
2022,1,30977,33192,"Chicago, IL","Sacramento, CA",1790,350,278.99
2022,1,30977,33195,"Chicago, IL","Tampa, FL (Metropolitan Area)",1011,2641,177.2
2022,1,30977,33198,"Chicago, IL","Kansas City, MO",405,678,176.36
2022,1,30977,33214,"Chicago, IL","San Antonio, TX",1041,553,230.8
2022,1,30977,33244,"Chicago, IL","Memphis, TN",491,344,172.0
2022,1,30977,33316,"Chicago, IL","Omaha, NE",423,326,162.83
2022,1,30977,33495,"Chicago, IL","New Orleans, LA",836,989,177.69
2022,1,30977,33570,"Chicago, IL","San Diego, CA",1728,1239,260.95
2022,1,31057,33198,"Charlotte, NC","Kansas City, MO",808,183,261.68
2022,1,31057,33214,"Charlotte, NC","San Antonio, TX",1095,200,277.15
2022,1,31057,33495,"Charlotte, NC","New Orleans, LA",651,266,243.69
2022,1,31057,33570,"Charlotte, NC","San Diego, CA",2077,279,337.51
2022,1,31057,34027,"Charlotte, NC","West Palm Beach/Palm Beach, FL",590,239,243.49
2022,1,31057,34100,"Charlotte, NC","Philadelphia, PA",449,633,177.68
2022,1,30977,33044,"Chicago, IL","Louisville, KY",286,216,151.56
2022,1,30977,33105,"Chicago, IL","Cincinnati, OH",264,303,161.01
2022,1,31057,31703,"Charlotte, NC","New York City, NY (Metropolitan Area)",575,2143,177.28
2022,1,31057,31714,"Charlotte, NC","Fort Myers, FL",600,258,246.75
2022,1,31057,32211,"Charlotte, NC","Las Vegas, NV",1916,906,242.69
2022,1,31057,32337,"Charlotte, NC","Indianapolis, IN",427,213,233.58
2022,1,31057,32457,"Charlotte, NC","San Francisco, CA (Metropolitan Area)",2296,437,324.66
2022,1,31057,32467,"Charlotte, NC","Miami, FL (Metropolitan Area)",650,1249,198.27
2022,1,31057,32575,"Charlotte, NC","Los Angeles, CA (Metropolitan Area)",2125,889,311.73
2022,1,31057,33195,"Charlotte, NC","Tampa, FL (Metropolitan Area)",507,416,251.74
2022,1,31057,30693,"Charlotte, NC","Nashville, TN",328,498,166.53
2022,1,31057,30852,"Charlotte, NC","Washington, DC (Metropolitan Area)",361,1062,151.16
2022,1,31057,30977,"Charlotte, NC","Chicago, IL",599,902,177.55
2022,1,31057,31123,"Charlotte, NC","St. Louis, MO",575,272,173.73
2022,1,31057,31295,"Charlotte, NC","Detroit, MI",500,399,204.45
2022,1,31057,31453,"Charlotte, NC","Houston, TX",920,566,218.75
2022,1,31057,31454,"Charlotte, NC","Orlando, FL",468,876,196.39
2022,1,31057,31650,"Charlotte, NC","Minneapolis/St. Paul, MN",930,325,238.42
2022,1,30849,32211,"Bozeman, MT","Las Vegas, NV",701,183,144.24
2022,1,30849,32457,"Bozeman, MT","San Francisco, CA (Metropolitan Area)",807,180,259.24
2022,1,30849,32575,"Bozeman, MT","Los Angeles, CA (Metropolitan Area)",908,287,223.6
